,World Port Index Number,Region Name,Main Port Name,Country Code,World Water Body,Sailing Direction or Publication,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Harbor Size,Harbor Type,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Good Holding Ground,Communications - Telephone,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Medical Facilities,Garbage Disposal,Dirty Ballast Disposal,Cranes - Mobile,Lifts - 0-24 Tons,Services - Longshoremen,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Latitude,Longitude
1849,32490.0,Orkney Islands -- 32390,Lyness,United Kingdom,North Sea; North Atlantic Ocean,Sailing Directions Pub. 141 (Enroute) - Scotland,3.0,12.5,11.0,7.9,20.1,Medium,Coastal (Natural),Fair,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,I,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,58.833333,-3.2
1850,38690.0,Islas Baleares -- 38600,Mahon,Spain,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,14.0,23.2,11.0,0.0,Very Small,River (Basins),Poor,No,No,No,Yes,No,Yes,Unknown,Yes,Yes,Yes,Unknown,III,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,39.883333,4.266667
1851,38960.0,France South Coast -- 38710,Cannes,France,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,7.9,23.2,4.9,0.0,Small,Coastal (Natural),Good,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,III,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,43.55,7.016667
1852,43562.0,Romania -- 43540,Medgidia,Romania,Black Sea; North Atlantic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,0.0,4.9,0.0,6.4,6.4,Very Small,Canal or Lake,Poor,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,III,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,,44.25,28.266667
1853,39180.0,Sardegna -- 39130,Olbia,Italy,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,6.4,21.6,9.4,0.0,Small,Coastal (Natural),Poor,No,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,III,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,40.925,9.528
1854,40790.0,Italy East Coast -- 40390,Monfalcone,Italy,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,1.0,9.4,11.0,9.4,0.0,Medium,River (Basins),Good,No,No,No,Yes,No,Yes,Unknown,Yes,Unknown,Yes,Yes,III,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,45.783333,13.55
1855,41415.0,Croatia -- 40877,Neum,Bosnia and Herzegovina,Adriatic Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,0.0,0.0,0.0,0.0,Small, ,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,III,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,42.916667,17.6
1856,43260.0,Dhodhekanisos -- 43180,Kalimnos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,11.0,21.6,4.9,0.0,Very Small,Coastal (Natural),Poor,No,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,III,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Limited,36.95,26.983333
1857,43380.0,Turkey Europe -- 43325,Gelibolu,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,0.0,21.6,20.1,9.4,Very Small,Canal or Lake,Fair,No,Yes,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,III,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Limited,40.4,26.666667
1858,43430.0,Turkey Europe -- 43325,Defterdar Burnu,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,12.5,23.2,7.9,7.9,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,III,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,41.05,29.033333
1859,43558.0,Romania -- 43540,Basarabi,Romania,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,6.4,0.0,6.4,6.4,Very Small,River (Natural),Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,III,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,44.166667,28.433333
1860,43565.0,Romania -- 43540,Danube-Black Sea Canal,Romania,Black Sea; North Atlantic Ocean,Sailing Directions Pub. 183 (Enroute) - North Coast of Russia,0.0,6.4,0.0,0.0,0.0,Medium,Canal or Lake,Poor,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,III,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,No,No,,44.266667,28.183333
1861,43568.0,Romania -- 43540,Midia,Romania,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,4.9,20.1,7.9,0.0,Very Small,Open Roadstead,Fair,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,III,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Moderate,44.35,28.666667
1862,59080.0,Philippine Islands -- 57960,Bais,Philippines,Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,2.0,12.5,23.2,9.4,0.0,Very Small,Open Roadstead,Good,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Emergency Only,9.6,123.116667
1863,59343.0,Philippine Islands -- 57960,Masao,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,2.0,1.8,23.2,4.9,4.9,Very Small,Coastal (Natural),Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,XI,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,9.0,125.416667
1864,59710.0,Philippine Islands -- 57960,Cagayan De Oro,Philippines,Bohol Sea; Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,2.0,23.2,23.2,11.0,4.9,Medium,Coastal (Natural),Good,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Limited,8.5,124.666667
1865,60120.0,China Continued -- 59850,Chung Ching,China,Gulf of Tonkin; South China Sea; North Pacific Ocean,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,20.0,1.8,0.0,0.0,0.0,Very Small,River (Natural),Fair,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,29.566667,106.633333
1866,60130.0,China Continued -- 59850,Lianyungang,China,Yellow Sea; North Pacific Ocean,Sailing Directions Pub. 157 (Enroute) - Coasts of Korea and China,5.0,15.5,15.5,12.5,0.0,Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,XI,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,34.733333,119.45
1867,61564.0,Japan -- 61100,Hirohata,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,17.1,0.0,6.4,0.0,Very Small,Coastal (Breakwater),Fair,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,34.766667,134.633333
1868,61568.0,Japan -- 61100,Higashi-Harima,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,14.0,18.6,17.1,17.1,Medium,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,XI,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,34.7,134.833333
1869,61573.0,Japan -- 61100,Kakogawa,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,11.0,7.9,4.9,15.5,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,XI,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,34.7,134.833333
1870,61605.0,Japan -- 61100,Fukuyama,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,4.0,15.5,15.5,17.1,4.9,Medium,Coastal (Natural),Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Yes,No,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,34.433333,133.433333
1871,61630.0,Japan -- 61100,Onomichi-Itozaki,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,3.0,9.4,9.4,9.4,0.0,Large,Coastal (Natural),Good,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,XI,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,34.383333,133.166667
1872,61655.0,Japan -- 61100,Kanokawa Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,8.0,17.1,11.0,0.0,11.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,XI,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,No,Yes,Yes,Yes,Yes,Unknown,34.183333,132.433333
1873,61822.0,Japan -- 61100,Kanazawa,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,4.0,9.4,11.0,4.9,6.4,Small,River (Basins),Fair,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,XI,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,36.616667,136.6
1874,61850.0,Japan -- 61100,Fushiki-Toyama,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,12.5,11.0,14.0,23.2,Small,Coastal (Breakwater),Fair,No,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,36.766667,137.133333
1875,61865.0,Japan -- 61100,Naoetsu Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,1.0,11.0,23.2,12.5,6.4,Very Small,Coastal (Breakwater),Poor,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,No,Yes,XI,Yes,Unknown,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,37.183333,138.25
1876,62030.0,Japan -- 61100,Matsuyama,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,3.0,9.4,14.0,12.5,11.0,Small,Coastal (Breakwater),Fair,Yes,Yes,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,No,No,Yes,Unknown,Yes,Yes,Unknown,Limited,33.85,132.7
1877,62060.0,Japan -- 61100,Kikuma Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,0.0,23.2,23.2,15.5,23.2,Very Small,Coastal (Breakwater),Fair,Unknown,Yes,No,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,XI,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,,34.033333,132.833333
1878,62070.0,Japan -- 61100,Imabari Ko,Japan,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,3.0,7.9,17.1,12.5,0.0,Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,34.066667,133.016667
1879,62079.0,Japan -- 61100,Onoda,Japan,Korea Strait; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,4.0,6.4,6.4,4.9,0.0,Small,Open Roadstead,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,XI,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,34.0,131.183333
1880,62160.0,Japan -- 61100,Oita Ko,Japan,Korea Strait; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,23.2,23.2,14.0,18.6,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,33.25,131.666667
1881,62250.0,Japan -- 61100,Minamata Ko,Japan,East China Sea; North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,2.0,15.5,9.4,9.4,0.0,Very Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,XI,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,32.2,130.383333
1882,62290.0,Japan -- 61100,Miike Ko,Japan,East China Sea; North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,4.0,6.4,12.5,9.4,6.4,Small,Coastal (Breakwater),Good,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,33.0,130.416667
1883,62420.0,Japan -- 61100,Karatsu,Japan,Korea Strait; North Pacific Ocean,Sailing Directions Pub. 159 (Enroute) - Japan - Volume II,2.0,6.4,9.4,7.9,11.0,Small,Coastal (Natural),Good,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,XI,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,33.483333,129.966667
1884,62510.0,Nansei Shoto -- 62470,Hirara Ko,Japan,East China Sea; North Pacific Ocean,Sailing Directions Pub. 158 (Enroute) - Japan - Volume I,1.0,7.9,23.2,7.9,0.0,Very Small,Coastal (Natural),Fair,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,24.8,125.283333
1885,15600.0,El Salvador -- 15590,La Union,El Salvador,North Pacific Ocean,Sailing Directions Pub. 153 (Enroute) - West Coasts of Mexico and Central America,2.0,10.0,11.0,14.0,6.4,Very Small,Coastal (Natural),Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,XII,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,13.333333,-87.833333
1886,16400.0,United States W Coast -- 16000,Oleum,United States,North Pacific Ocean,U.S. Coast Pilot 7 - Pacific Coast: California,1.2,10.7,6.4,9.4,9.4,Very Small,Coastal (Natural),Excellent,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,38.05,-122.266667
1887,48278.0,United Arab Emirates -- 48260,Abu Zaby,United Arab Emirates,Persian Gulf; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.0,14.0,20.1,12.5,12.5,Medium,Coastal (Breakwater),Good,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,IX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,24.5,54.333333
1888,46800.0,South Africa -- 46725,Mossel Bay,South Africa,Indian Ocean,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,2.0,7.9,20.1,7.2,21.0,Medium,Coastal (Breakwater),Good,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VII,Yes,Unknown,Yes,Yes,No,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Limited,-34.17472222,22.14611111
1889,48270.0,United Arab Emirates -- 48260,Ajman,United Arab Emirates,Persian Gulf; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.0,6.4,9.4,4.9,0.0,Very Small,Open Roadstead,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,IX,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Moderate,25.416667,55.433333
1890,19785.0,Alaska -- 19080,Coal Point,United States,Cook Inlet; Gulf of Alaska; North Pacific Ocean,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,5.2,0.0,17.1,6.4,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,XII,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,59.6014,-151.4111
1891,2200.0,Canada St Lawrence R -- 1930,Port De Becancour,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,0.0,9.4,9.4,9.4,0.0,Very Small,River (Natural),Excellent,No,No,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,46.4,-72.383333
1892,14150.0,Chile -- 14070,Puerto Yartou,Chile,South Pacific Ocean,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,0.0,23.2,14.0,1.8,0.0,Very Small,Coastal (Natural),Fair,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XV,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-53.883333,-70.15
1893,18850.0,Canada West Coast -- 18080,Sointula,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,3.0,23.2,17.1,9.4,4.9,Very Small,Coastal (Natural),Fair,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,XII,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,50.633333,-127.016667
1894,19140.0,Alaska -- 19080,Ward Cove,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,4.0,23.2,21.6,11.0,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,XII,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,Unknown,55.4,-131.733333
1895,18670.0,Canada West Coast -- 18080,Victoria Harbor,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,2.0,17.1,23.2,12.5,4.9,Medium,Coastal (Breakwater),Good,No,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,XII,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Moderate,48.433333,-123.383333
1896,13790.0,Argentina -- 13310,Quequen,Argentina,South Atlantic Ocean,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,1.0,7.9,17.1,11.0,0.0,Very Small,Coastal (Breakwater),Poor,No,Yes,No,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,VI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,-38.583333,-58.7
1897,16385.0,United States W Coast -- 16000,Sausalito,United States,North Pacific Ocean,U.S. Coast Pilot 7 - Pacific Coast: California,1.2,4.9,0.0,0.0,0.0,Very Small,Coastal (Natural),Good,No,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,37.85,-122.483333
1898,19030.0,Canada West Coast -- 18080,Port Clements,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,12.0,0.0,12.5,3.4,0.0,Very Small,Coastal (Natural),Fair,Yes,Yes,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,53.683333,-132.183333
1899,2980.0,Canada Lake Ontario -- 2820,Oshawa,Canada,Lake Ontario; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,7.9,7.9,6.4,0.0,Small,Coastal (Breakwater),Excellent,No,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,IV,Yes,Unknown,Yes,Unknown,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,43.866667,-78.816667
1900,18942.0,Canada West Coast -- 18080,Porpoise Harbor,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,16.0,3.4,14.0,9.4,0.0,Very Small,Coastal (Natural),Good,Yes,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,XII,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,54.216667,-130.283333
1901,18235.0,Canada West Coast -- 18080,Port Mellon,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,0.0,9.4,0.0,9.4,0.0,Very Small,Coastal (Natural),Fair,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,49.516667,-123.483333
1902,12275.0,Venezuela -- 11950,Puerto De Hierro,Venezuela,Caribbean Sea; North Atlantic Ocean,Sailing Directions Pub. 148 (Enroute) - Caribbean Sea - Volume II,0.0,0.0,6.4,4.9,0.0,Small,Open Roadstead,Fair,No,No,No,Yes,No,Yes,Unknown,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,10.633333,-62.1
1903,3250.0,Canada Lake Erie -- 3240,Port Colborne,Canada,Lake Erie; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,7.9,23.2,7.9,7.9,Small,Canal or Lake,Excellent,No,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,IV,Yes,Unknown,Yes,Unknown,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,42.883333,-79.25
1904,3700.0,Canada Lake Huron -- 3640,Sarnia,Canada,Lake Saint Clair; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,4.9,7.9,6.4,6.4,Small,River (Natural),Excellent,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,IV,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,42.983333,-82.416667
1905,2150.0,Canada St Lawrence R -- 1930,Riviere Du Loup,Canada,Gulf of Saint Lawrence; North Atlantic Ocean,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,12.0,1.8,7.9,3.4,0.0,Small,River (Natural),Fair,No,No,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,47.833333,-69.516667
1906,13570.0,Argentina -- 13310,Parana,Argentina,Rio de la Plata; South Atlantic Ocean,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,0.0,3.4,0.0,3.4,0.0,Very Small,River (Natural),Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,VI,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Limited,-31.716667,-60.533333
